Customer,Toll free service,Equipment rental,Calling card service,Wireless service,Long distance last month,Toll free last month,Equipment last month,Calling card last month,Wireless last month,Long distance over tenure,Toll free over tenure,Equipment over tenure,Calling card over tenure,Wireless over tenure,Multiple lines,Voice mail,Paging service,Internet,Caller ID,Call waiting,Call forwarding,Three way calling,Electronic billing,Churn within last month
ID0184,No,Yes,Yes,No,14.85,0,37,11,0,808.95,0,2012.6,535,0,Yes,No,No,Yes,No,No,No,No,Yes,No
ID0185,No,No,Yes,No,17.45,0,0,14.75,0,1249.8,0,0,1100,0,Yes,No,No,No,No,No,No,No,No,No
ID0186,No,No,No,No,4.25,0,0,0,0,97.35,0,0,0,0,No,No,No,No,No,No,No,No,Yes,No
ID0187,No,No,No,No,4.65,0,0,0,0,57.7,0,0,0,0,No,No,No,Yes,No,No,No,No,Yes,No
ID0188,No,Yes,Yes,Yes,14.45,0,35.95,23,24.75,349.9,0,895.05,515,640.8,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No
ID0189,Yes,No,Yes,Yes,15,40,0,17.5,45.1,934.05,2465.4,0,1120,2770.35,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No
ID0190,Yes,Yes,No,No,7.5,30.25,33.9,0,0,226.25,1105.75,1108.5,0,0,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
ID0191,No,No,Yes,No,10.6,0,0,17,0,565.55,0,0,930,0,No,No,No,No,No,No,No,No,No,No
ID0192,Yes,Yes,Yes,Yes,5.05,18.5,40.8,12.5,28.85,48.6,199.5,480.85,155,318.9,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
ID0193,No,Yes,Yes,No,7.9,0,25.2,5,0,98.35,0,311.65,40,0,Yes,No,No,Yes,No,No,No,No,No,No
ID0194,Yes,No,Yes,No,36.25,27.75,0,38.5,0,2553.7,1916.25,0,2620,0,Yes,Yes,No,No,No,Yes,No,Yes,No,No
ID0195,Yes,Yes,Yes,Yes,6.35,27.25,53.95,11.75,63,118.05,454.05,896.8,175,1049.95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0196,No,No,No,No,7.45,0,0,0,0,132.9,0,0,0,0,No,No,No,No,No,No,No,No,No,No
ID0197,No,Yes,No,No,9.25,0,22.7,0,0,202.8,0,428.7,0,0,No,No,No,No,No,No,No,No,No,No
ID0198,Yes,No,Yes,No,21.2,24,0,14.5,0,1325.05,1483.55,0,940,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0199,No,No,No,No,2.8,0,0,0,0,16.85,0,0,0,0,No,No,No,Yes,No,No,No,No,Yes,No
ID0200,No,Yes,Yes,No,89.4,0,46.55,18.75,0,6353.9,0,3411.2,1245,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
ID0201,No,No,Yes,No,7.7,0,0,9.5,0,271.55,0,0,330,0,No,No,No,No,No,No,No,No,No,No
ID0202,Yes,No,Yes,Yes,4.45,26.25,0,9.75,35.9,98.35,625.95,0,210,844.95,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
ID0203,No,Yes,No,No,7,0,35.55,0,0,394.6,0,2182.4,0,0,Yes,No,No,Yes,No,Yes,No,Yes,No,No
ID0204,No,No,Yes,No,12.7,0,0,7,0,782.45,0,0,435,0,Yes,No,No,No,No,No,No,No,No,No
ID0205,Yes,No,Yes,Yes,12.65,21.25,0,34,47.85,448.75,834,0,1165,1801.75,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0206,No,No,No,No,4.6,0,0,0,0,138.7,0,0,0,0,No,No,No,No,No,No,No,No,No,No
ID0207,No,No,Yes,No,99.95,0,0,12.5,0,7257.6,0,0,875,0,Yes,No,No,No,No,Yes,No,Yes,No,No
ID0208,Yes,Yes,Yes,Yes,7.5,12.75,48.65,7.5,39.5,66.45,154.9,442.15,60,377.35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ID0209,Yes,No,Yes,Yes,49.6,32.75,0,48.75,60.15,3535.8,2378.15,0,3465,4366.2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No
ID0210,Yes,No,Yes,No,13.1,18.25,0,18.75,0,757.8,945.15,0,920,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0211,No,No,No,No,4.1,0,0,0,0,50.1,0,0,0,0,No,No,No,No,No,No,No,No,No,No
ID0212,No,Yes,No,No,2.15,0,20.75,0,0,6,0,53.1,0,0,No,No,No,No,No,No,No,No,Yes,Yes
ID0213,No,No,Yes,No,10.4,0,0,12.5,0,403.5,0,0,480,0,No,No,No,No,No,No,No,No,Yes,No
ID0214,No,No,No,No,3.7,0,0,0,0,91.95,0,0,0,0,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No
ID0215,No,No,Yes,No,14.25,0,0,21,0,611.65,0,0,985,0,Yes,No,No,No,No,No,No,No,No,No
ID0216,No,No,Yes,No,26.25,0,0,74,0,1625.35,0,0,4590,0,No,No,No,No,No,No,No,No,No,No
ID0217,No,No,Yes,No,6.9,0,0,14,0,177.4,0,0,340,0,No,No,No,No,Yes,Yes,Yes,No,No,No
ID0218,Yes,Yes,No,No,6.95,25,36.7,0,0,157.1,562.2,829.1,0,0,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
ID0219,Yes,Yes,Yes,Yes,54.8,67.25,51.35,69.5,55.5,3983.6,4905.85,3761.8,4975,4097.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
ID0220,No,Yes,No,Yes,7.75,0,29.3,0,26.15,397.15,0,1638.2,0,1340.75,No,No,No,No,No,No,No,No,Yes,No
ID0221,No,No,Yes,No,4.25,0,0,13.25,0,28.65,0,0,75,0,No,No,No,No,Yes,No,Yes,Yes,No,No
ID0222,Yes,Yes,No,No,2.7,13,24,0,0,7,35.65,55.9,0,0,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes
ID0223,No,No,No,No,6.85,0,0,0,0,258.5,0,0,0,0,No,No,No,No,No,No,No,No,Yes,No
ID0224,Yes,No,Yes,No,12.55,23.5,0,10.25,0,439.55,876.05,0,350,0,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0225,No,No,No,No,1.35,0,0,0,0,9.95,0,0,0,0,No,No,No,No,No,No,No,No,No,No
ID0226,Yes,No,Yes,Yes,15.3,28.5,0,16,32.55,732.35,1352.1,0,790,1559.1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0227,Yes,Yes,Yes,Yes,9.1,40.75,48.4,16,50.6,422.7,1802.5,1976.65,675,2244.8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
ID0228,Yes,Yes,Yes,Yes,4.5,17,36.2,19.25,33.4,89.1,386.8,772.3,395,653.9,No,No,No,Yes,No,Yes,Yes,No,No,No
ID0229,Yes,No,Yes,Yes,6.1,18.75,0,24.25,22.8,35.1,131.1,0,125,121.75,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
ID0230,Yes,No,Yes,No,33.95,87,0,33.5,0,2338.8,5916,0,2180,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0231,Yes,No,Yes,No,11.05,22.25,0,18.75,0,246.7,504.4,0,370,0,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0232,Yes,No,Yes,No,8.1,29.5,0,28.5,0,224.25,774.75,0,730,0,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0233,No,No,Yes,No,32.2,0,0,82.25,0,2237.35,0,0,5520,0,Yes,No,No,No,No,No,No,No,No,No
ID0234,No,No,No,No,3.8,0,0,0,0,23.9,0,0,0,0,No,No,No,No,No,No,No,Yes,No,No
ID0235,Yes,Yes,Yes,Yes,13.3,31,62.35,10,96.25,867.9,1944.45,3778.75,640,6132.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0236,No,No,Yes,No,7.7,0,0,9.25,0,363.95,0,0,465,0,Yes,No,No,No,No,No,Yes,No,No,No
ID0237,Yes,No,Yes,Yes,11.95,55,0,48,85.85,616.25,2662.1,0,2330,4118.6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
ID0238,No,Yes,Yes,No,13.9,0,33.3,16.5,0,505.55,0,1213.5,600,0,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
ID0239,No,No,No,No,5.25,0,0,0,0,70.25,0,0,0,0,No,No,No,No,No,Yes,No,No,No,No
ID0240,Yes,No,Yes,Yes,18.9,59.75,0,20.25,59.15,856.3,2522.95,0,885,2525.1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0241,No,No,Yes,No,8,0,0,13,0,317.9,0,0,530,0,No,No,No,No,No,No,No,No,No,No
ID0242,Yes,No,Yes,Yes,35.15,34.75,0,21.5,50.7,2537.65,2557.75,0,1440,3571.45,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
ID0243,Yes,No,Yes,No,18.6,52.75,0,24,0,1168.45,3257.7,0,1415,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0244,No,No,No,No,7.6,0,0,0,0,334.45,0,0,0,0,Yes,No,No,Yes,No,No,Yes,Yes,No,No
ID0245,No,Yes,No,No,7.45,0,30.9,0,0,177.2,0,657.25,0,0,No,No,No,Yes,No,No,No,No,No,No
ID0246,Yes,No,Yes,No,13.75,22.75,0,10.25,0,918,1447.4,0,610,0,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No
ID0247,Yes,No,Yes,No,17.5,15.5,0,16.75,0,1114.45,1141.55,0,1010,0,Yes,No,No,No,No,No,No,No,No,No
ID0248,No,No,No,No,7.6,0,0,0,0,175.8,0,0,0,0,No,No,No,No,No,Yes,No,No,No,No
ID0249,Yes,No,Yes,No,5.15,14.5,0,24.75,0,163.05,494.55,0,775,0,No,No,No,No,No,No,Yes,Yes,No,No
ID0250,No,Yes,Yes,Yes,8.8,0,30.95,23,23.35,305.75,0,1019.15,730,665.35,Yes,Yes,No,No,No,No,No,No,No,No
ID0251,No,Yes,No,No,3.9,0,23.8,0,0,4.6,0,26.45,0,0,No,No,No,Yes,No,No,No,No,Yes,Yes
ID0252,Yes,No,Yes,No,9.3,25,0,17,0,459,1006.9,0,750,0,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
ID0253,No,Yes,No,Yes,11.05,0,36.3,0,30.15,555.85,0,1816.65,0,1525.15,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes
ID0254,No,No,Yes,No,7.75,0,0,13,0,338.8,0,0,565,0,Yes,No,No,Yes,No,No,No,No,No,No
ID0255,No,Yes,Yes,No,2.85,0,28.25,19.5,0,7.5,0,48,30,0,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
ID0256,No,No,No,No,21.3,0,0,0,0,788.25,0,0,0,0,No,No,No,No,No,Yes,Yes,No,No,No
ID0257,No,Yes,No,No,4.05,0,31.45,0,0,71.5,0,858.15,0,0,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes
ID0258,No,No,Yes,No,10.9,0,0,41,0,470.9,0,0,1635,0,No,No,No,No,No,No,No,No,No,No
ID0259,No,Yes,Yes,Yes,16.3,0,33.35,10.25,37.9,646.7,0,1108.05,360,1330.6,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No
ID0260,Yes,Yes,No,Yes,4.15,15,46.05,0,41.85,30.8,96.6,271.75,0,235.55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
ID0261,Yes,No,Yes,No,14.2,27,0,30,0,1001.2,1840.65,0,2140,0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
ID0262,No,No,Yes,No,6.05,0,0,5,0,121.7,0,0,90,0,No,No,No,Yes,No,Yes,No,Yes,Yes,No
ID0263,Yes,No,Yes,No,13.65,29.25,0,22.75,0,831.15,1823.6,0,1310,0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No
ID0264,No,No,Yes,No,32.9,0,0,15,0,2234.9,0,0,1085,0,Yes,No,No,No,No,No,No,No,No,No
ID0265,No,No,Yes,No,10.75,0,0,14.75,0,697.7,0,0,925,0,No,No,No,No,No,No,No,No,No,No
ID0266,No,No,No,No,9.25,0,0,0,0,435.6,0,0,0,0,No,No,No,No,No,Yes,No,No,No,No
ID0267,Yes,No,Yes,No,2.25,13.75,0,11.25,0,16.8,102.55,0,80,0,No,No,No,No,Yes,No,Yes,Yes,No,No
ID0268,Yes,No,No,No,12.5,23,0,0,0,710.8,1345.95,0,0,0,Yes,No,No,No,Yes,Yes,No,Yes,No,No
ID0269,No,No,Yes,No,9.4,0,0,14.75,0,124.2,0,0,215,0,No,No,No,No,Yes,Yes,Yes,No,No,No
ID0270,No,No,No,No,5.05,0,0,0,0,145.85,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No
ID0271,No,No,No,No,6.75,0,0,0,0,242.7,0,0,0,0,Yes,No,No,No,Yes,Yes,No,Yes,No,No
ID0272,No,Yes,Yes,Yes,27.15,0,42.7,17,41.15,1632.4,0,2583.85,1015,2521.05,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
ID0273,Yes,Yes,Yes,Yes,27.5,21.75,52.1,20.25,47.9,1444.45,1219.55,2568.4,960,2368.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0274,No,No,No,No,12.15,0,0,0,0,606.1,0,0,0,0,No,No,No,No,No,No,No,No,No,No
ID0275,Yes,No,Yes,No,4.3,22.25,0,13.75,0,123.5,744.45,0,435,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
ID0276,Yes,No,Yes,No,42.9,17.25,0,17.5,0,2706.8,1094.1,0,1190,0,Yes,No,No,No,No,No,Yes,No,No,No
ID0277,No,No,Yes,No,8.5,0,0,8.5,0,298.25,0,0,260,0,Yes,No,No,No,No,Yes,No,No,No,No
ID0278,Yes,No,Yes,No,28.9,39.25,0,84.75,0,1796.7,2442.75,0,5115,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No
ID0279,No,No,No,No,12.9,0,0,0,0,589.35,0,0,0,0,Yes,No,No,No,No,Yes,Yes,No,No,No
ID0280,No,No,No,No,8.4,0,0,0,0,300.35,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No
ID0281,Yes,Yes,Yes,Yes,11.15,35,77.7,20,80.35,623,1920.5,3925.5,955,4059.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0282,No,Yes,Yes,Yes,5.75,0,51.75,36,36.7,285.4,0,2435.35,1810,1679.45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0283,Yes,No,No,No,6.85,27.75,0,0,0,224.85,929.95,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,No
ID0284,No,Yes,Yes,Yes,23.3,0,48.35,29.75,35.15,1384.45,0,2632.4,1730,1975.7,Yes,No,No,Yes,No,No,No,Yes,No,No
ID0285,No,No,No,No,6.7,0,0,0,0,153.9,0,0,0,0,No,No,No,No,Yes,No,Yes,Yes,No,No
ID0286,Yes,No,Yes,Yes,8.65,21.25,0,6.5,19.65,210.6,567.55,0,145,493.85,No,No,No,Yes,Yes,No,Yes,Yes,No,No
ID0287,Yes,No,Yes,Yes,12.2,41.5,0,18.75,54.4,532.55,1686.3,0,705,2051.1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0288,Yes,No,No,No,4.7,31,0,0,0,202.5,1135,0,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0289,Yes,No,Yes,No,9.65,28.5,0,11.25,0,364.05,992.4,0,375,0,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0290,Yes,Yes,Yes,No,15.5,19.25,29.6,31.5,0,719.7,905.15,1500.75,1495,0,Yes,No,No,No,No,Yes,No,No,No,No
ID0291,Yes,Yes,Yes,No,3.85,23,33.05,6.75,0,55.05,317.5,439.3,75,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
ID0292,No,No,Yes,No,20.6,0,0,31.25,0,1547.45,0,0,2180,0,Yes,No,No,No,No,No,Yes,Yes,No,No
ID0293,No,No,Yes,No,10.75,0,0,21.25,0,296.9,0,0,600,0,Yes,No,No,Yes,No,No,No,No,No,No
ID0294,Yes,No,Yes,Yes,6.65,20.25,0,8,24.65,130.6,445.6,0,180,551.15,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No
ID0295,Yes,Yes,Yes,Yes,5.75,27.5,39.2,40.5,21.4,163.75,676.15,881.45,975,475.55,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0296,Yes,Yes,Yes,Yes,11.5,26.25,40.7,12,48.3,610.35,1287.7,1943,530,2412.75,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0297,Yes,No,No,No,6,27.5,0,0,0,167.65,722.5,0,0,0,No,No,No,No,Yes,No,No,Yes,No,No
ID0298,No,No,Yes,No,16.15,0,0,15.75,0,531.35,0,0,480,0,No,Yes,No,No,No,No,No,No,Yes,No
ID0299,Yes,No,Yes,Yes,6.15,33.75,0,29.75,44.75,307.65,1603.8,0,1390,2119.35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
ID0300,No,Yes,No,No,9.8,0,30.6,0,0,436.45,0,1222.3,0,0,Yes,No,No,No,No,No,No,No,No,No
ID0301,Yes,No,Yes,No,21.7,26.25,0,12,0,1384.05,1721.25,0,785,0,Yes,No,No,No,Yes,No,Yes,No,No,No
ID0302,No,Yes,No,No,6.45,0,29,0,0,114.3,0,449.95,0,0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
ID0303,No,Yes,No,No,8.35,0,22.95,0,0,248.6,0,584.9,0,0,Yes,No,No,No,No,No,No,No,Yes,Yes
ID0304,No,No,Yes,No,12.75,0,0,38.5,0,782,0,0,2615,0,Yes,No,No,No,No,No,No,Yes,No,No
ID0305,No,Yes,No,No,2.7,0,32.7,0,0,2.7,0,32.7,0,0,No,No,No,Yes,No,No,No,Yes,Yes,Yes
ID0306,Yes,Yes,No,Yes,4.55,15.75,33,0,23.95,145.95,504.9,869.85,0,618.65,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
ID0307,No,Yes,No,No,5.15,0,25.55,0,0,110.55,0,350.25,0,0,Yes,No,No,Yes,No,No,No,No,Yes,Yes
ID0308,Yes,Yes,Yes,No,3.8,30,32.8,8.5,0,52.85,317.75,376.6,95,0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ID0309,Yes,Yes,Yes,Yes,7,24.5,42.8,23.5,30.75,399.75,1229.6,2099.35,1140,1394.5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0310,No,Yes,Yes,No,20.1,0,32.55,22.75,0,1251.4,0,1882.65,1415,0,No,No,No,No,No,No,No,No,No,No
ID0311,No,Yes,No,No,3.15,0,20.05,0,0,29.9,0,138.4,0,0,No,No,No,Yes,No,No,No,No,Yes,Yes
ID0312,No,No,Yes,No,9.4,0,0,8.75,0,402.1,0,0,395,0,Yes,No,No,No,No,No,No,No,Yes,No
ID0313,No,Yes,No,No,3.95,0,30.75,0,0,95.2,0,681.2,0,0,Yes,No,No,No,No,No,No,No,No,Yes
ID0314,Yes,Yes,Yes,Yes,7.55,41,42.35,23.5,35.75,160.65,863.3,890.75,485,702.95,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
ID0315,Yes,No,Yes,Yes,3.55,18.75,0,29.25,27.9,70.25,285.9,0,525,422.85,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0316,No,Yes,Yes,Yes,7.8,0,42.4,14,23.2,370.8,0,1675.7,535,945.3,No,No,No,Yes,No,No,Yes,Yes,Yes,No
ID0317,No,No,Yes,No,8.7,0,0,23.75,0,103.4,0,0,240,0,No,Yes,No,Yes,Yes,No,Yes,No,No,No
ID0318,No,Yes,No,No,1.05,0,15.4,0,0,1.05,0,15.4,0,0,No,No,No,No,No,No,No,No,Yes,Yes
ID0319,Yes,Yes,No,Yes,4.35,12.75,34.05,0,21.5,11,30.2,75.3,0,28.5,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
ID0320,No,Yes,No,No,3.9,0,24.15,0,0,94.95,0,574.35,0,0,No,Yes,No,No,No,No,No,No,No,Yes
ID0321,Yes,Yes,Yes,Yes,3.5,25,43.65,24.5,27.7,82.3,638.1,1054.4,625,633.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0322,Yes,No,Yes,No,9.55,16.5,0,8.25,0,323.65,614.15,0,225,0,Yes,No,No,No,No,Yes,No,Yes,No,No
ID0323,No,Yes,No,No,4.3,0,32.1,0,0,17.55,0,121.55,0,0,Yes,No,No,Yes,No,No,No,No,Yes,Yes
ID0324,Yes,Yes,Yes,Yes,5.5,16,42.65,3.75,41.3,189.05,543.15,1247.3,100,1269.1,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
ID0325,No,No,No,No,4.05,0,0,0,0,33.75,0,0,0,0,No,No,No,No,No,No,Yes,No,No,No
ID0326,No,No,Yes,No,75.45,0,0,18.25,0,5464.6,0,0,1305,0,Yes,No,No,No,No,Yes,No,Yes,No,No
ID0327,Yes,Yes,No,No,3,15.75,31.15,0,0,9.15,53.05,87.6,0,0,No,No,No,Yes,No,No,No,No,Yes,Yes
ID0328,Yes,No,Yes,No,14.35,32.25,0,16.75,0,775.9,1749.4,0,845,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0329,Yes,Yes,No,Yes,7.8,36.5,38.7,0,27.9,204.25,884.2,914.5,0,764.55,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
ID0330,No,Yes,No,No,14.05,0,25.1,0,0,187.4,0,303.6,0,0,No,No,No,Yes,No,Yes,No,No,No,No
ID0331,No,Yes,Yes,No,9,0,30.45,17.5,0,150.7,0,649.1,370,0,No,No,Yes,No,No,No,Yes,No,Yes,No
ID0332,No,No,Yes,No,19.05,0,0,14,0,1174.6,0,0,900,0,No,No,No,No,No,No,No,No,No,No
ID0333,Yes,No,Yes,No,9.6,24.25,0,11.25,0,285.35,563.5,0,295,0,No,No,No,No,No,No,No,Yes,No,No
ID0334,No,Yes,Yes,Yes,4.9,0,44.6,6.25,41.35,91.55,0,878,90,815.8,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
ID0335,No,Yes,Yes,No,18.85,0,32,42.75,0,1200.7,0,2189.8,2665,0,Yes,No,No,No,No,No,No,No,Yes,No
ID0336,No,No,No,No,4.25,0,0,0,0,143.35,0,0,0,0,No,No,No,No,No,No,No,No,No,No
ID0337,Yes,No,Yes,No,7.3,20.5,0,7.5,0,257.6,769.4,0,260,0,No,No,No,No,Yes,Yes,No,Yes,No,No
ID0338,No,No,Yes,No,5.4,0,0,8.5,0,120.4,0,0,205,0,No,No,No,No,No,No,No,No,No,No
ID0339,Yes,No,Yes,No,6.65,9.75,0,8,0,35.2,44.8,0,30,0,No,No,No,No,No,No,No,No,No,No
ID0340,Yes,No,No,No,12.25,23.75,0,0,0,373.8,674.5,0,0,0,Yes,No,No,No,Yes,No,No,Yes,No,No
ID0341,No,No,No,No,7.25,0,0,0,0,149.1,0,0,0,0,No,No,No,No,No,No,No,No,No,No
ID0342,Yes,Yes,Yes,Yes,27.3,23.25,69.4,7.75,52.4,1963.95,1645.8,4980.8,520,3790.55,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
ID0343,No,Yes,No,No,7,0,26.8,0,0,232.9,0,738.9,0,0,No,No,No,Yes,No,No,No,Yes,Yes,Yes
ID0344,Yes,Yes,Yes,Yes,49.25,41.5,50.9,27.25,68.1,3599.3,3015.6,3469.15,1850,4828.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
ID0345,Yes,No,Yes,No,14.75,42.25,0,16.25,0,822.25,2396.65,0,830,0,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0346,No,Yes,No,No,4.15,0,24.3,0,0,39.7,0,167.05,0,0,No,No,No,No,No,No,No,No,No,Yes
ID0347,No,No,No,No,6.25,0,0,0,0,201.35,0,0,0,0,Yes,No,No,Yes,No,No,No,No,Yes,No
ID0348,Yes,No,No,No,3.5,28.25,0,0,0,179.95,1284.55,0,0,0,No,No,No,No,No,Yes,Yes,Yes,No,No
ID0349,Yes,Yes,Yes,Yes,12.4,28,51.7,19.5,52.9,755.7,1721.25,3035.75,1135,3094.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
ID0350,Yes,Yes,Yes,Yes,16.7,38.25,53.45,22.75,72.6,681.5,1676.2,2253.95,880,2805.75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
ID0351,Yes,No,Yes,No,23.55,48.25,0,21,0,1665.6,3474.05,0,1465,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0352,Yes,No,Yes,No,81.55,62.25,0,15.5,0,5988.5,4439.25,0,1150,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No
ID0353,No,No,Yes,No,6.05,0,0,21.25,0,306.9,0,0,880,0,No,No,No,No,Yes,No,No,No,No,No
ID0354,Yes,Yes,Yes,Yes,1.6,17.25,31.1,12.75,19.85,6.15,78.85,128.95,60,69.9,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
ID0355,No,No,No,No,8.55,0,0,0,0,162.25,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No
ID0356,Yes,No,Yes,No,26.7,42.75,0,20.5,0,1874.25,2921.35,0,1465,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No
ID0357,No,Yes,Yes,No,13.55,0,30.65,12.75,0,849,0,1761.4,685,0,Yes,No,No,Yes,No,No,No,No,Yes,No
ID0358,No,Yes,No,No,6.4,0,29.05,0,0,124.45,0,550.75,0,0,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes
ID0359,Yes,No,Yes,No,41.95,25.75,0,33.25,0,3114.75,1871.95,0,2305,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0360,Yes,No,Yes,Yes,4.6,38.5,0,37.75,23.5,123,1267.1,0,1205,707.4,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0361,No,No,Yes,No,3,0,0,6,0,68.35,0,0,105,0,No,No,No,No,Yes,No,Yes,Yes,No,No
ID0362,Yes,No,Yes,No,4.4,9,0,28.25,0,35.1,57.8,0,155,0,No,No,No,No,Yes,Yes,Yes,Yes,No,No
ID0363,Yes,Yes,Yes,No,11,24,31.1,28.25,0,325,796.95,856.2,880,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
ID0364,No,Yes,Yes,No,10.95,0,27.2,12.25,0,412.8,0,958.85,465,0,Yes,No,No,Yes,No,No,No,No,Yes,No
ID0365,Yes,No,Yes,No,16.85,23.25,0,18.5,0,888.45,1250.7,0,995,0,No,No,Yes,No,No,Yes,Yes,No,No,No
ID0366,No,No,Yes,No,7.5,0,0,6.25,0,273.7,0,0,230,0,No,No,No,No,No,No,No,No,No,No
ID0367,Yes,Yes,No,Yes,10.75,33,47.4,0,45.85,551,1556.2,2138.25,0,2168.4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
ID0368,Yes,No,Yes,No,16,30.5,0,13.75,0,1120.75,2104.65,0,925,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No
ID0369,No,No,Yes,No,18.4,0,0,24.75,0,1162.9,0,0,1510,0,No,No,No,No,No,No,No,Yes,No,No
